name,war,w,l,w-l%,era,g,gs,gf,cg,sho,sv,ip,h,r,er,hr,bb,ibb,so,hbp,bk,wp,bf,era+,fip,whip,h9,hr9,bb9,so9,so/bb,season
Team Totals,10.2,37,22,.627,3.11,59,59,59,0,0,19,526.1,418,200,182,43,203,7,575,22,2,19,2170,133,3.26,1.180,7.1,0.7,3.5,9.8,2.83,2026
